restaurant_id,restaurant_name,city,locality,latitude,longitude,restaurant_type,cuisines,top_selling_dish,distance_from_city_center_km,opening_time,closing_time,operating_days_per_week,seating_capacity,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,customer_sentiment_score,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,avg_prep_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,monthly_order_growth_pct,weekend_order_uplift_pct,repeat_customer_pct,online_order_share_pct,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,seating_capacity_note,loyalty_program,sustainability_packaging_rating,has_own_website,has_own_app,food_license_verified,year_established,listing_date,days_listed,rating_difference,revenue_difference,profit_difference,total_monthly_revenue,total_monthly_profit,total_monthly_orders,average_delivery_time
REST007351,Bombay Mughlai Darbar,Mumbai,Worli,18.99878,72.8439,Cafe,Mughlai; Bakery,Nihari,10.3,11:00,23:00,6,40,3.7,1375,3.7,1809,3.7,78,586,Mid-Range,68,58,33,36,18,16.5,21.0,17,7,190,214,6.4,24,42,86,111340,125404,90180,96097,47.0,53.0,Zomato Better,Bar; Takeaway; Dessert Bar; Alcohol,4,Dine-in available,False,2,False,False,True,2024,2025-01-05,561,0.0,-14064,-5917,236744,186277,404,34.5
REST007352,Barrel Vietnamese Express,Mumbai,Worli,19.04519,72.92316,Cloud Kitchen,Vietnamese,Spring Rolls,11.9,10:00,21:00,7,0,4.4,2424,4.5,2718,4.45,92,287,Budget,73,63,36,36,9,18.7,18.2,23,27,312,350,9.2,40,60,64,89544,100450,70615,79703,47.1,52.9,Zomato Better,Takeaway; Alcohol; Family Friendly; Rooftop; Parking; Vegan Options; AC,7,"Delivery-only, no seating",False,5,False,False,True,2019,2019-06-30,2577,-0.09999999999999964,-10906,-9088,189994,150318,662,36.0
REST007353,Zaffran Kitchen Co. (3),Jaipur,Bani Park,26.90585,75.76093,QSR (Quick Service),Desserts,Brownie Sundae,6.6,08:00,23:00,7,84,4.6,1241,4.5,1139,4.55,100,513,Mid-Range,50,48,27,30,19,21.4,24.7,26,10,242,189,-4.6,15,57,62,124146,96957,94651,70818,56.1,43.9,Swiggy Better,AC; WiFi,2,Dine-in available,True,2,True,True,True,2017,2020-02-08,2354,0.09999999999999964,27189,23833,221103,165469,431,28.5
REST007354,Urban North Cafe,Pune,Wakad,18.57024,73.80824,Food Truck,North Indian,Paneer Tikka,2.1,12:00,21:00,7,0,4.0,326,3.8,944,3.9,74,182,Budget,29,22,20,16,18,15.4,19.8,30,13,137,113,5.1,25,48,88,24934,20566,20461,15999,54.8,45.2,Swiggy Better,Private Room; WiFi; Alcohol,3,"Delivery-only, no seating",False,4,False,False,True,2022,2026-01-08,193,0.20000000000000018,4368,4462,45500,36460,250,18.0
REST007355,The Japanese Tadka (6),Delhi,Rohini,28.65029,77.14579,Cafe,Japanese; North Indian,Sushi Platter,2.0,10:00,24:00,7,51,4.3,710,4.3,1214,4.3,87,543,Mid-Range,25,26,26,20,34,18.0,26.4,19,27,287,232,1.4,14,50,56,155841,125976,123956,89937,55.3,44.7,Swiggy Better,AC; Live Music; WiFi; Private Room; Takeaway; Parking; Family Friendly,7,Dine-in available,False,4,True,False,True,2019,2024-06-13,767,0.0,29865,34019,281817,213893,519,23.0
REST007356,Coastal Express (6),Delhi,Rajouri Garden,28.76407,77.17023,Casual Dining,North Indian,Dal Makhani,8.0,10:00,21:00,7,120,4.9,1035,4.8,2469,4.85,99,555,Mid-Range,55,45,32,33,18,24.5,19.4,14,29,318,291,14.7,49,70,58,176490,161505,129252,126268,52.2,47.8,Balanced,Parking; Vegan Options; Rooftop; Alcohol; Dine-in; Private Room; WiFi,7,Dine-in available,False,2,True,False,True,2023,2024-06-04,776,0.10000000000000053,14985,2984,337995,255520,609,32.5
REST007357,Coastal Multi-Cuisine Cellar,Chennai,Chromepet,13.08907,80.24597,Cafe,Multi-Cuisine; Mediterranean,Family Thali,3.9,11:00,21:00,6,114,4.6,693,4.7,2655,4.65,99,608,Mid-Range,30,39,26,28,16,19.0,15.5,14,27,229,301,5.1,38,59,74,139232,183008,109395,150003,43.2,56.8,Zomato Better,Outdoor Seating; Takeaway,2,Dine-in available,False,4,False,False,True,2020,2025-11-23,239,-0.10000000000000053,-43776,-40608,322240,259398,530,27.0
REST007358,The Mediterranean Cellar (7),Mumbai,Navi Mumbai,19.09237,72.87595,Casual Dining,Mediterranean; Mexican,Grilled Kebabs,2.5,10:00,21:00,7,59,4.9,2714,4.7,1913,4.8,96,581,Mid-Range,22,29,28,23,23,17.6,19.8,23,10,337,316,-4.7,41,69,91,195797,183596,156497,142827,51.6,48.4,Swiggy Better,WiFi; AC,2,Dine-in available,False,4,False,False,True,2023,2025-09-08,315,0.20000000000000018,12201,13670,379393,299324,653,25.5
REST007359,Barrel Pan-Asian House,Bangalore,Indiranagar,12.93433,77.63887,Cloud Kitchen,Pan-Asian; Desserts,Dim Sum,0.5,07:00,22:00,6,0,4.8,4396,4.8,4059,4.8,99,369,Mid-Range,24,24,12,15,21,20.9,21.9,21,32,605,489,-7.0,6,63,86,223245,180441,171289,136697,55.3,44.7,Swiggy Better,Rooftop; Dessert Bar; Alcohol; Live Music; WiFi; Private Room,6,"Delivery-only, no seating",True,1,False,True,True,2020,2023-03-07,1231,0.0,42804,34592,403686,307986,1094,13.5
REST007360,The Biryani Eatery (4),Hyderabad,Somajiguda,17.33674,78.44872,Casual Dining,Biryani,Chicken Biryani,1.5,12:00,23:00,6,16,4.1,2088,4.4,2231,4.25,82,423,Mid-Range,27,26,21,18,30,25.2,26.2,6,27,251,409,9.6,15,55,96,106173,173007,77035,123849,38.0,62.0,Zomato Better,Live Music; Family Friendly; Private Room,3,Dine-in available,False,5,True,False,True,2024,2025-10-16,277,-0.3000000000000007,-66834,-46814,279180,200884,660,19.5
REST007361,The Desserts Cellar (10),Delhi,Preet Vihar,28.59523,77.14928,QSR (Quick Service),Desserts,Cheesecake,6.1,11:00,21:00,7,102,4.2,668,4.0,2074,4.1,83,236,Budget,50,38,25,30,15,22.4,17.1,12,12,209,257,15.6,38,42,93,49324,60652,37127,48772,44.8,55.2,Zomato Better,Family Friendly; Smoking Area; WiFi; Dine-in,4,Dine-in available,False,4,False,False,True,2023,2024-12-27,570,0.20000000000000018,-11328,-11645,109976,85899,466,27.5
REST007362,The Fast Eatery (6),Chennai,Chromepet,13.09768,80.34307,Fine Dine,Fast Food,Loaded Fries,4.3,10:00,23:00,7,77,4.4,332,4.7,462,4.55,92,1644,Luxury,42,35,24,26,28,17.9,20.8,26,30,125,172,-3.0,31,60,92,205500,282768,163654,217234,42.1,57.9,Zomato Better,Family Friendly; Dessert Bar; Rooftop; Smoking Area; WiFi; Takeaway,6,Dine-in available,True,1,True,True,False,2021,2025-05-15,431,-0.2999999999999998,-77268,-53580,488268,380888,297,25.0
REST007363,Tandoor North Table,Ahmedabad,Maninagar,23.05386,72.50966,Cloud Kitchen,North Indian,Chole Bhature,12.7,10:00,21:00,7,0,4.7,1115,4.8,1658,4.75,92,198,Budget,65,71,38,43,16,22.1,19.3,24,15,243,234,6.9,45,62,66,48114,46332,36356,36268,50.9,49.1,Balanced,Live Music; Vegan Options; AC; Takeaway; Dine-in; Alcohol; Rooftop; Family Friendly,8,"Delivery-only, no seating",True,2,False,False,True,2024,2024-06-12,768,-0.09999999999999964,1782,88,94446,72624,477,40.5
REST007364,The Pan-Asian Corner (5),Kolkata,Alipore,22.55451,88.29682,QSR (Quick Service),Pan-Asian; Desserts,Thai Curry,1.8,11:00,24:00,6,67,4.4,2198,4.4,2104,4.4,88,256,Budget,31,24,18,27,12,24.4,19.6,6,25,298,398,-0.1,22,64,68,76288,101888,55944,79460,42.8,57.2,Zomato Better,Rooftop; Smoking Area,2,Dine-in available,False,2,False,False,True,2024,2025-12-29,203,0.0,-25600,-23516,178176,135404,696,22.5
REST007365,Bamboo Bites (5),Bangalore,Hebbal,12.89242,77.51392,Cloud Kitchen,Thai; Biryani,Tom Yum Soup,3.0,08:00,22:00,7,0,4.5,2409,4.1,1356,4.3,87,452,Mid-Range,38,26,19,24,30,22.0,20.4,21,28,300,413,-6.2,60,52,57,135600,186676,102595,144136,42.1,57.9,Zomato Better,WiFi; Takeaway; Dessert Bar; Outdoor Seating; Parking; Alcohol; Private Room; Bar,8,"Delivery-only, no seating",False,4,False,False,True,2019,2021-09-03,1781,0.40000000000000036,-51076,-41541,322276,246731,713,21.5
REST007366,Tandoor Seafood Point,Mumbai,Khar,19.04819,72.85176,QSR (Quick Service),Seafood; Korean,Fish Fry,3.4,12:00,22:00,7,34,4.0,1080,4.1,1062,4.05,80,422,Mid-Range,35,43,24,21,20,23.0,18.1,6,26,247,313,15.3,39,45,73,104234,132086,77852,104933,44.1,55.9,Zomato Better,WiFi; Alcohol; Live Music; Dine-in; Outdoor Seating; Family Friendly; AC; Takeaway,8,Dine-in available,False,2,False,False,True,2014,2017-06-25,3312,-0.09999999999999964,-27852,-27081,236320,182785,560,22.5
REST007367,The Vegan Bhavan (4),Mumbai,Thane West,19.09466,72.81476,Food Truck,Vegan; Mexican,Vegan Buddha Bowl,5.7,12:00,23:00,7,0,4.3,700,4.1,1904,4.2,85,248,Budget,44,38,29,32,16,20.2,20.9,22,26,188,261,8.2,15,42,87,46624,64728,36090,49664,41.9,58.1,Zomato Better,Parking; Dine-in; Rooftop; Dessert Bar; AC; Takeaway; Family Friendly,7,"Delivery-only, no seating",False,1,True,False,True,2015,2020-11-05,2083,0.20000000000000018,-18104,-13574,111352,85754,449,30.5
REST007368,Bamboo Cafe Bowl (2),Kolkata,Gariahat,22.5818,88.41812,Cloud Kitchen,Cafe,Cappuccino,3.5,09:00,23:00,7,0,4.5,763,4.7,2291,4.6,90,358,Mid-Range,32,31,20,20,13,16.6,17.3,15,28,265,339,0.3,24,55,91,94870,121362,76748,97355,43.9,56.1,Zomato Better,Bar; Rooftop; Outdoor Seating; Smoking Area; Alcohol; Takeaway; Parking; WiFi,8,"Delivery-only, no seating",False,2,False,False,True,2014,2018-11-11,2808,-0.20000000000000018,-26492,-20607,216232,174103,604,20.0
REST007369,Tandoor Cafe Bar & Grill (2),Jaipur,Sodala,26.946,75.73913,Casual Dining,Cafe,Pancakes,2.7,10:00,23:00,7,110,4.8,983,4.7,1708,4.75,100,907,Premium,38,31,17,21,32,21.8,22.9,31,22,305,366,5.4,8,66,86,276635,331962,209839,248264,45.5,54.5,Zomato Better,Vegan Options; Takeaway; AC; Rooftop,4,Dine-in available,False,4,False,True,True,2013,2017-08-24,3252,0.09999999999999964,-55327,-38425,608597,458103,671,19.0
REST007370,Copper Corner (4),Jaipur,Mansarovar,26.83153,75.76699,Casual Dining,Chinese,Hakka Noodles,6.7,10:00,22:00,7,72,4.9,2190,5.0,684,4.95,98,554,Mid-Range,48,46,23,30,28,22.3,23.7,17,30,246,301,7.1,17,65,56,136284,166754,102716,123416,45.0,55.0,Zomato Better,Live Music; Rooftop; Smoking Area; Takeaway,4,Dine-in available,True,3,True,False,False,2017,2021-07-24,1822,-0.09999999999999964,-30470,-20700,303038,226132,547,26.5
REST007371,The Desserts Express (8),Bangalore,Yelahanka,12.95135,77.61258,QSR (Quick Service),Desserts; Chinese,Gulab Jamun,5.5,11:00,23:00,7,71,4.8,1975,4.7,2146,4.75,94,270,Budget,40,44,28,27,11,20.0,21.5,17,19,383,455,2.5,47,56,66,103410,122850,80246,93544,45.7,54.3,Zomato Better,Bar; Private Room,2,Dine-in available,False,5,False,False,True,2018,2019-01-17,2741,0.09999999999999964,-19440,-13298,226260,173790,838,27.5
REST007372,Golden Cafe Darbar,Kolkata,Dum Dum,22.56759,88.32263,Cafe,Cafe,Avocado Toast,8.9,11:00,21:00,6,58,4.1,2039,4.4,545,4.25,80,428,Mid-Range,53,53,31,34,11,20.2,21.2,29,19,338,212,5.9,7,52,59,144664,90736,111979,69355,61.5,38.5,Swiggy Better,Alcohol; WiFi; Family Friendly; Parking,4,Dine-in available,False,5,False,False,True,2015,2019-07-07,2570,-0.3000000000000007,53928,42624,235400,181334,550,32.5
REST007373,Delhi Desserts Grill,Pune,Deccan Gymkhana,18.55206,73.85706,QSR (Quick Service),Desserts,Cheesecake,4.2,11:00,23:00,7,78,3.9,578,4.3,899,4.1,86,212,Budget,36,36,26,26,35,22.0,15.7,12,6,207,340,-9.9,45,40,75,43884,72080,33203,58941,37.8,62.2,Zomato Better,Rooftop; Smoking Area; Private Room; Live Music; Alcohol; Dine-in; Parking; Takeaway,8,Dine-in available,False,4,False,False,False,2014,2017-10-12,3203,-0.3999999999999999,-28196,-25738,115964,92144,547,26.0
REST007374,Coastal Thai Bhavan,Kolkata,Park Street,22.54243,88.39616,Casual Dining,Thai,Tom Yum Soup,11.1,11:00,22:00,6,116,4.4,599,4.2,1040,4.3,94,650,Mid-Range,73,67,42,36,13,15.2,20.2,20,21,296,247,12.7,38,58,89,192400,160550,158261,124275,54.5,45.5,Swiggy Better,Private Room; Alcohol; Bar; Rooftop,4,Dine-in available,False,3,False,False,True,2016,2020-09-08,2141,0.20000000000000018,31850,33986,352950,282536,543,39.0
REST007375,Sunrise Mediterranean Room,Pune,Kharadi,18.54715,74.01154,Food Truck,Mediterranean,Grilled Kebabs,2.5,08:00,21:00,7,0,4.7,1142,4.5,2128,4.6,98,199,Budget,30,31,17,21,16,17.7,15.7,32,11,141,256,7.1,60,60,64,28059,50944,22400,41657,35.5,64.5,Zomato Better,Dine-in; Parking; Family Friendly; Alcohol; Live Music; WiFi; Bar; Dessert Bar,8,"Delivery-only, no seating",False,5,False,False,False,2021,2022-03-11,1592,0.20000000000000018,-22885,-19257,79003,64057,397,19.0
REST007376,The Bakery Bar & Grill (4),Mumbai,Bandra,19.02853,72.89659,Casual Dining,Bakery,Artisan Bread,8.0,09:00,23:00,7,78,4.2,1322,3.9,524,4.05,75,551,Mid-Range,54,57,34,28,11,20.7,18.2,30,22,446,259,8.8,39,61,82,245746,142709,189030,113234,63.3,36.7,Swiggy Better,Takeaway; Rooftop,2,Dine-in available,False,2,True,False,True,2017,2020-10-20,2099,0.30000000000000027,103037,75796,388455,302264,705,31.0
REST007377,Twist Mediterranean House,Mumbai,Lower Parel,19.08685,72.79862,QSR (Quick Service),Mediterranean; Fast Food,Grilled Kebabs,9.4,12:00,23:00,7,25,4.5,770,4.6,690,4.55,88,243,Budget,56,58,35,39,14,15.6,17.8,13,10,340,320,9.2,43,59,76,82620,77760,67639,62001,51.5,48.5,Swiggy Better,Vegan Options; AC; Dine-in; Family Friendly; WiFi; Takeaway; Live Music; Private Room,8,Dine-in available,True,5,False,False,True,2013,2017-02-16,3441,-0.09999999999999964,4860,5638,160380,129640,660,37.0
REST007378,Cinnamon Desserts Cellar,Jaipur,Bani Park,26.89774,75.82179,Cafe,Desserts; Biryani,Brownie Sundae,0.6,10:00,21:00,7,21,4.4,1291,3.9,342,4.15,87,666,Mid-Range,27,21,20,17,32,24.8,25.1,17,15,193,127,9.1,14,42,74,128538,84582,93761,61451,60.3,39.7,Swiggy Better,WiFi; Private Room,2,Dine-in available,False,4,False,False,True,2015,2017-10-14,3201,0.5000000000000004,43956,32310,213120,155212,320,18.5
REST007379,Nawab Eatery (2),Delhi,Dwarka,28.68652,77.11782,Casual Dining,Continental,Grilled Chicken,8.1,11:00,21:00,6,95,4.7,728,4.5,1547,4.6,91,725,Premium,49,57,31,30,12,25.9,27.0,5,10,204,260,5.3,52,58,62,147900,188500,106306,133477,44.0,56.0,Zomato Better,Outdoor Seating; Dine-in; Smoking Area,3,Dine-in available,False,5,True,False,True,2021,2024-05-12,799,0.20000000000000018,-40600,-27171,336400,239783,464,30.5
REST007380,Bombay Kitchen Co. (3),Delhi,Malviya Nagar,28.82476,77.12747,QSR (Quick Service),Mediterranean; Seafood,Falafel Wrap,4.7,09:00,21:00,7,49,3.8,2076,4.0,2202,3.9,75,245,Budget,37,36,23,23,29,21.8,21.6,21,15,249,280,-1.5,35,45,79,61005,68600,46275,52169,47.1,52.9,Zomato Better,Live Music; Family Friendly,2,Dine-in available,True,4,False,False,True,2017,2019-12-15,2409,-0.20000000000000018,-7595,-5894,129605,98444,529,23.0
REST007381,Green Multi-Cuisine Junction,Delhi,Janakpuri,28.68746,77.09755,Casual Dining,Multi-Cuisine; Mughlai,Family Thali,5.8,10:00,24:00,6,52,4.2,1235,3.8,1312,4.0,81,641,Mid-Range,40,42,26,24,16,22.6,15.3,12,5,235,183,-6.8,20,44,96,150635,117303,113094,96375,56.2,43.8,Swiggy Better,Outdoor Seating; Dine-in; Takeaway; Private Room,4,Dine-in available,False,4,False,False,True,2020,2021-09-30,1754,0.40000000000000036,33332,16719,267938,209469,418,25.0
REST007382,The South Eatery (4),Delhi,Lajpat Nagar,28.68296,77.14641,Casual Dining,South Indian,Masala Dosa,12.5,08:00,21:00,7,47,4.6,2903,4.6,1625,4.6,99,531,Mid-Range,66,69,33,41,29,22.4,22.3,27,20,377,344,0.1,57,58,60,200187,182664,150685,137672,52.3,47.7,Swiggy Better,Live Music; Smoking Area,2,Dine-in available,False,3,False,False,True,2014,2018-09-25,2855,0.0,17523,13013,382851,288357,721,37.0
REST007383,Sunrise South Bhavan,Jaipur,C Scheme,26.84117,75.77472,QSR (Quick Service),South Indian; Continental,Filter Coffee,5.0,10:00,23:00,6,40,4.2,586,4.0,1656,4.1,80,331,Mid-Range,44,43,24,30,20,23.3,17.0,11,22,253,244,-7.0,54,55,65,83743,80764,62304,65023,50.9,49.1,Zomato Better,Rooftop; Private Room; Takeaway; AC; Vegan Options; Parking; Dine-in; Bar,8,Dine-in available,True,3,True,True,True,2020,2021-11-09,1714,0.20000000000000018,2979,-2719,164507,127327,497,27.0
REST007384,Bistro Tadka (5),Mumbai,Santacruz,19.1255,72.89297,QSR (Quick Service),Lebanese,Fattoush,2.3,10:00,21:00,7,110,3.7,1059,3.6,1297,3.65,73,330,Mid-Range,31,33,21,22,16,22.7,19.9,8,20,223,225,4.2,7,33,84,73590,74250,55179,57690,49.8,50.2,Zomato Better,AC; WiFi,2,Dine-in available,False,3,False,False,True,2015,2019-12-20,2404,0.10000000000000009,-660,-2511,147840,112869,448,21.5
REST007385,Green Point (5),Mumbai,Powai,19.04882,72.88785,Cafe,Mughlai,Korma,7.7,12:00,23:00,7,77,3.6,2110,3.3,1127,3.45,64,479,Mid-Range,57,50,28,33,26,18.1,21.3,10,9,236,172,11.2,24,42,65,113044,82388,89806,62894,57.8,42.2,Swiggy Better,Rooftop; Alcohol; Outdoor Seating,3,Dine-in available,True,1,False,False,True,2015,2017-12-25,3129,0.30000000000000027,30656,26912,195432,152700,408,30.5
REST007386,Spice House (4),Kolkata,Tollygunge,22.571,88.36914,Cloud Kitchen,Thai,Pad Thai,4.4,10:00,24:00,7,0,4.0,901,4.3,2513,4.15,81,341,Mid-Range,37,37,28,25,8,18.6,15.5,20,14,346,349,2.3,31,52,73,117986,119009,93159,97546,49.8,50.2,Zomato Better,Alcohol; Dine-in; Outdoor Seating; Dessert Bar; Family Friendly; WiFi,6,"Delivery-only, no seating",True,3,False,False,False,2023,2023-02-10,1256,-0.2999999999999998,-1023,-4387,236995,190705,695,26.5
REST007387,The Continental Express (9),Pune,Viman Nagar,18.47819,73.84032,Casual Dining,Continental; Multi-Cuisine,Grilled Chicken,5.1,09:00,21:00,7,21,4.5,1085,4.8,1009,4.65,92,1322,Luxury,47,40,27,26,18,18.9,20.3,15,27,141,220,1.3,14,61,76,186402,290840,146637,224845,39.1,60.9,Zomato Better,Alcohol; WiFi,2,Dine-in available,False,2,True,True,True,2020,2022-06-22,1489,-0.2999999999999998,-104438,-78208,477242,371482,361,26.5
REST007388,Curry Cellar (5),Mumbai,Andheri,19.09679,72.93352,Casual Dining,Italian,Margherita Pizza,4.7,10:00,23:00,7,80,4.2,794,4.2,676,4.2,85,573,Mid-Range,35,40,28,24,21,22.9,17.9,26,26,242,282,12.9,59,53,76,138666,161586,103704,128682,46.2,53.8,Zomato Better,Private Room; Rooftop; Live Music; WiFi; Alcohol; Dine-in; Vegan Options,7,Dine-in available,False,3,True,False,True,2019,2024-02-23,878,0.0,-22920,-24978,300252,232386,524,26.0
REST007389,The Thai Point (10),Mumbai,Colaba,19.12262,72.94654,Cloud Kitchen,Thai,Tom Yum Soup,8.6,12:00,23:00,7,0,4.5,4021,4.2,1041,4.35,86,292,Budget,54,56,33,29,34,19.5,20.6,9,27,476,236,-3.3,35,52,66,138992,68912,108532,53075,66.9,33.1,Swiggy Better,Dessert Bar; Family Friendly; AC,3,"Delivery-only, no seating",True,3,False,False,True,2020,2020-05-17,2255,0.2999999999999998,70080,55457,207904,161607,712,31.0
REST007390,Barrel Pan-Asian House (2),Bangalore,Rajajinagar,13.03703,77.69124,Cafe,Pan-Asian,Dim Sum,6.6,10:00,22:00,7,38,4.1,925,4.4,1953,4.25,85,397,Mid-Range,53,50,22,27,13,18.1,26.5,19,28,245,291,12.6,18,44,67,97265,115527,77270,82365,45.7,54.3,Zomato Better,Family Friendly; Alcohol; Dine-in; Live Music; Smoking Area; Private Room; Dessert Bar; Bar,8,Dine-in available,True,2,True,False,True,2025,2026-04-22,89,-0.3000000000000007,-18262,-5095,212792,159635,536,24.5
REST007391,The Mexican Junction (8),Bangalore,Rajajinagar,12.96577,77.60112,Fine Dine,Mexican; Continental,Quesadilla,5.1,09:00,23:00,7,58,4.9,580,5.0,1427,4.95,96,1643,Luxury,45,34,26,30,17,21.1,18.1,10,31,284,179,-4.9,45,71,97,466612,294097,357112,233639,61.3,38.7,Swiggy Better,WiFi; Alcohol; Dessert Bar,3,Dine-in available,True,1,True,False,True,2022,2025-07-12,373,-0.09999999999999964,172515,123473,760709,590751,463,28.0
REST007392,Bombay Lebanese Diner,Mumbai,Goregaon,19.04633,72.88912,Casual Dining,Lebanese; North Indian,Fattoush,6.3,08:00,23:00,5,45,4.3,2475,4.1,889,4.2,85,469,Mid-Range,53,43,27,29,13,16.8,24.7,23,16,340,241,2.7,46,50,84,159460,113029,128691,82558,58.5,41.5,Swiggy Better,Family Friendly; Smoking Area; Private Room; AC; Outdoor Seating; Dine-in; Live Music; Vegan Options,8,Dine-in available,False,2,True,False,True,2015,2020-12-03,2055,0.20000000000000018,46431,46133,272489,211249,581,28.0
REST007393,Bistro Thai Cafe (2),Bangalore,RT Nagar,12.93867,77.60908,QSR (Quick Service),Thai,Tom Yum Soup,2.4,12:00,22:00,7,81,4.2,894,4.1,2407,4.15,85,239,Budget,28,34,16,19,28,20.2,24.0,24,8,299,274,-2.7,35,44,78,71461,65486,55315,48276,52.2,47.8,Swiggy Better,Smoking Area; Alcohol; Dessert Bar; Vegan Options,4,Dine-in available,False,2,False,False,True,2014,2019-10-17,2468,0.10000000000000053,5975,7039,136947,103591,573,17.5
REST007394,Nawab Eatery (3),Chennai,Besant Nagar,13.08358,80.23127,Cloud Kitchen,Thai,Green Curry,8.2,10:00,21:00,7,0,5.0,3410,5.0,1653,5.0,100,399,Mid-Range,58,48,30,30,29,22.2,25.9,31,31,421,482,8.9,14,63,76,167979,192318,126767,138232,46.6,53.4,Zomato Better,Private Room; Live Music; Alcohol; WiFi; Dine-in; Dessert Bar; Family Friendly; AC,8,"Delivery-only, no seating",False,1,True,False,True,2018,2019-12-11,2413,0.0,-24339,-11465,360297,264999,903,30.0
REST007395,Urban Mediterranean House,Ahmedabad,Paldi,23.03518,72.61574,Casual Dining,Mediterranean; Japanese,Hummus Platter,6.8,07:00,23:00,7,85,4.4,819,4.1,1527,4.25,83,560,Mid-Range,43,42,27,28,33,22.5,16.5,26,12,285,184,-7.9,14,54,95,159600,103040,119979,83457,60.8,39.2,Swiggy Better,Alcohol; Family Friendly; Vegan Options; Private Room,4,Dine-in available,False,5,False,True,False,2023,2025-05-24,422,0.3000000000000007,56560,36522,262640,203436,469,27.5
REST007396,Saffron Biryani Tadka,Ahmedabad,Navrangpura,23.04971,72.55821,QSR (Quick Service),Biryani; Mexican,Veg Biryani,13.6,08:00,21:00,7,82,4.7,1012,4.9,2838,4.8,100,284,Budget,82,76,44,43,23,18.9,21.2,7,30,217,563,-0.1,42,63,81,61628,159892,48481,122215,27.8,72.2,Zomato Better,Family Friendly; Alcohol; Rooftop; Parking; Smoking Area; Dine-in; Outdoor Seating; Private Room,8,Dine-in available,False,2,False,False,True,2026,2026-03-03,139,-0.20000000000000018,-98264,-73734,221520,170696,780,43.5
REST007397,Spice Desserts Darbar,Delhi,Mayur Vihar,28.66176,77.13224,QSR (Quick Service),Desserts,Kulfi,3.3,10:00,23:00,7,94,3.9,1471,3.9,1869,3.9,77,224,Budget,35,27,27,25,31,25.5,20.8,25,12,414,262,-10.9,53,51,71,92736,58688,67016,45086,61.2,38.8,Swiggy Better,Smoking Area; Private Room; WiFi; Dessert Bar; Family Friendly; Live Music,6,Dine-in available,False,4,False,False,True,2019,2023-10-27,997,0.0,34048,21930,151424,112102,676,26.0
REST007398,Sunrise Chinese Point,Bangalore,Electronic City,12.97832,77.53711,Casual Dining,Chinese; Cafe,Manchurian,3.3,10:00,21:00,7,93,4.7,1122,4.5,1434,4.6,88,746,Premium,34,36,21,20,24,26.9,24.8,17,30,423,211,9.6,45,61,96,315558,157406,223753,114818,66.7,33.3,Swiggy Better,Private Room; Vegan Options; Dessert Bar; Smoking Area; AC; Outdoor Seating; Alcohol; WiFi,8,Dine-in available,True,3,True,False,True,2015,2018-09-25,2855,0.20000000000000018,158152,108935,472964,338571,634,20.5
REST007399,The Mexican Kitchen (3),Lucknow,Indira Nagar,26.79574,80.97471,QSR (Quick Service),Mexican; Italian,Burrito Bowl,6.0,09:00,23:00,6,98,4.4,1446,4.3,771,4.35,90,226,Budget,48,48,22,30,9,26.6,17.0,13,24,338,306,7.4,52,49,69,76388,69156,54387,55677,52.5,47.5,Balanced,AC; Alcohol; WiFi; Vegan Options; Takeaway; Live Music,6,Dine-in available,False,4,False,False,False,2019,2022-12-11,1317,0.10000000000000053,7232,-1290,145544,110064,644,26.0
REST007400,Twist Cafe Kitchen Co.,Chennai,Perambur,13.07623,80.33515,Casual Dining,Cafe,Pancakes,5.0,07:00,22:00,7,60,3.5,521,3.9,1363,3.7,74,852,Premium,41,46,27,27,14,16.2,15.4,8,26,164,268,2.6,32,44,89,139728,228336,113579,187377,38.0,62.0,Zomato Better,Rooftop; Smoking Area; Bar; AC; Live Music; Parking; WiFi; Dine-in,8,Dine-in available,False,5,True,False,True,2021,2023-08-18,1067,-0.3999999999999999,-88608,-73798,368064,300956,432,27.0
REST007401,Basil Thai Cellar,Pune,Shivaji Nagar,18.59018,73.82458,Casual Dining,Thai; Japanese,Green Curry,2.4,10:00,23:00,7,68,3.7,531,3.8,374,3.75,72,427,Mid-Range,32,31,24,24,20,20.8,20.0,30,21,216,138,4.1,47,34,66,92232,58926,70856,45727,61.0,39.0,Swiggy Better,Dine-in; AC; Private Room,3,Dine-in available,True,3,True,False,True,2021,2023-07-22,1094,-0.09999999999999964,33306,25129,151158,116583,354,24.0
